Record_ID,Mission_Name,Mission_Type,Lead_Country,Lead_ISO_Code,Lead_Country_Region,Operation_Location,Operation_Region,Threat_Level,Command_HQ,Operation_Start_Year,Operation_End_Year,Duration_Years,Mission_Phase,Troops_Deployed,Air_Assets_Deployed,Naval_Assets_Deployed,Casualties,Casualties_Rate_Pct,Mission_Cost_M_USD,Cost_Per_Soldier_USD,Contributing_Countries_Count,NATO_Led,UN_Mandate,Mission_Outcome,Mission_Status,Classification,Media_Coverage,Public_Support_Pct,After_Action_Report
98,Operation Baltic Fortress 00098,Ballistic Missile Defense,Italy,ITA,Southern Europe,Somalia,Africa,Medium,ACO Mons,2019,2024,5,Drawdown,69287,100,5,2601,3.754,6399.74,92365.67,5,Joint UN-NATO,Yes,Suspended,Planned,Unclassified,Minimal,36.3,Classified
99,Operation Mountain Shield 00099,Humanitarian Aid,Romania,ROU,Eastern Europe,North Atlantic,Atlantic,Low,AIRCOM,1977,1989,12,Deployment,45037,111,33,602,1.337,1710.4,37977.66,11,Joint UN-NATO,No,Ongoing,Completed,NATO Restricted,Medium,34.4,Classified
100,Operation Cobra Gold 00100,Counter-Terrorism,Finland,FIN,Northern Europe,Caucasus Region,Asia,High,STRIKFORNATO,2010,2012,2,Planning,40968,35,30,1248,3.046,3139.4,76630.54,30,Yes,No,Suspended,Suspended,NATO Confidential,Medium,38.9,Published
101,Operation Cold Response 00101,Air Policing,Latvia,LVA,Northern Europe,Sahel Region,Africa,High,SHAPE Belgium,1964,1965,1,Execution,66598,71,46,407,0.611,6052.71,90884.26,22,Joint UN-NATO,Yes,Withdrawn,Active,NATO Restricted,Minimal,36.2,Pending
102,Operation Brilliant Jump 00102,Combat,Lithuania,LTU,Northern Europe,Western Balkans,Europe,Low,JFC Naples,1984,2000,16,Completed,11994,164,49,273,2.276,10409.87,867923.13,31,Yes,Yes,Withdrawn,On Hold,Unclassified,Minimal,30.8,Published
103,Operation Joint Warrior 00103,Logistics Support,Denmark,DNK,Northern Europe,Mali,Africa,Medium,LANDCOM,1978,1985,7,Planning,46068,185,15,533,1.157,5254.31,114055.53,27,Yes,No,Suspended,Suspended,NATO Secret,Medium,40.9,Published
104,Operation Swift Response 00104,Humanitarian Aid,Poland,POL,Central Europe,Barents Sea,Arctic,Medium,JFC Brunssum,2008,2023,15,Deployment,14566,64,36,571,3.92,678.69,46594.12,16,Joint UN-NATO,Yes,Transitioned to UN,Concluded,NATO Confidential,Medium,58.3,Pending
105,Operation Resolute Support 00105,Humanitarian Aid,Lithuania,LTU,Northern Europe,Barents Sea,Arctic,Medium,LANDCOM,1962,1981,19,Execution,63,46,49,2,3.175,9089.12,144271746.03,31,No,No,Withdrawn,Suspended,NATO Secret,Low,81.7,Classified
106,Operation Rapid Falcon 00106,Peacekeeping,Spain,ESP,Western Europe,Aegean Sea,Europe,Low,MARCOM,1973,1981,8,Deployment,62315,198,12,944,1.515,4986.01,80013.0,29,No,Yes,Ongoing,Completed,NATO Confidential,Minimal,37.6,N/A
107,Operation Southern Watch 00107,Combat,Norway,NOR,Northern Europe,Adriatic Sea,Europe,Low,ACO Mons,2016,2023,7,Deployment,2767,138,25,32,1.156,2060.98,744842.79,26,Yes,Yes,Successful,Active,NATO Secret,Low,69.5,N/A
108,Operation Aurora Borealis 00108,CBRN Response,Montenegro,MNE,Southern Europe,Mediterranean Sea,Europe,Low,AIRCOM,1974,1987,13,Planning,51621,36,6,2009,3.892,2734.57,52973.98,32,Joint UN-NATO,Yes,Withdrawn,Completed,NATO Restricted,Minimal,77.9,Published
109,Operation Desert Falcon 00109,Maritime Security,Iceland,ISL,Northern Europe,Caucasus Region,Asia,High,MARCOM,1983,2003,20,Deployment,51318,153,12,1145,2.231,5705.69,111183.02,27,Joint UN-NATO,No,Transitioned to UN,Active,Unclassified,Low,41.0,N/A
110,Operation Unified Protector 00110,Naval Patrol,Czech Republic,CZE,Central Europe,Horn of Africa,Africa,Medium,AIRCOM,2016,2024,8,Planning,20758,22,13,419,2.018,8815.49,424679.16,3,Joint UN-NATO,Yes,Transitioned to UN,Concluded,NATO Secret,Medium,33.4,Classified
111,Operation Sea Guardian 00111,Amphibious Exercise,Sweden,SWE,Northern Europe,Barents Sea,Arctic,Medium,JFC Brunssum,1993,2012,19,Planning,36351,122,47,137,0.377,3582.04,98540.34,17,No,No,Completed,Active,NATO Secret,Minimal,62.4,N/A
112,Operation Polar Bear 00112,Humanitarian Aid,Spain,ESP,Western Europe,Persian Gulf,Middle East,Medium,AIRCOM,1966,1981,15,Completed,52319,62,36,615,1.175,9505.41,181681.8,10,Yes,No,Completed,Completed,Unclassified,Minimal,62.4,Classified
113,Operation Anaconda 00113,Maritime Security,Croatia,HRV,Southern Europe,Barents Sea,Arctic,Medium,JFC Brunssum,2009,2024,15,Planning,64359,107,14,837,1.301,7972.0,123867.68,13,Yes,No,Inconclusive,On Hold,Unclassified,Minimal,30.2,N/A
114,Operation Silver Lance 00114,Air Policing,Estonia,EST,Northern Europe,Arctic Region,Arctic,Medium,MARCOM,1955,1967,12,Planning,60639,105,33,869,1.433,3586.96,59152.69,26,Yes,No,Mission Accomplished,Transitioned,NATO Confidential,Minimal,74.5,Classified
115,Operation Brilliant Jump 00115,Air Policing,Slovakia,SVK,Central Europe,Barents Sea,Arctic,Medium,LANDCOM,1961,1974,13,Transition,53996,156,2,631,1.169,10892.69,201731.42,24,Yes,No,Inconclusive,Concluded,NATO Restricted,Minimal,72.7,N/A
116,Operation Silver Lance 00116,Naval Patrol,Romania,ROU,Eastern Europe,Black Sea,Europe,Medium,LANDCOM,1998,2006,8,Execution,48828,2,1,262,0.537,5701.6,116769.07,14,No,Yes,Withdrawn,Completed,NATO Confidential,High,71.1,Classified
117,Operation Dynamic Front 00117,Ballistic Missile Defense,Canada,CAN,North America,Western Balkans,Europe,Low,JFC Brunssum,1961,1964,3,Planning,60269,139,41,1299,2.155,10992.89,182397.09,27,Joint UN-NATO,No,Successful,Concluded,NATO Secret,Minimal,28.9,Classified
118,Operation Rapid Falcon 00118,Naval Patrol,Croatia,HRV,Southern Europe,Persian Gulf,Middle East,Medium,JFC Brunssum,2002,2016,14,Transition,34256,164,0,82,0.239,10650.64,310913.12,19,Yes,Yes,Ongoing,Active,NATO Confidential,Low,80.5,N/A
119,Operation Iron Resolve 00119,Naval Patrol,Czech Republic,CZE,Central Europe,Arctic Region,Arctic,Medium,LANDCOM,2009,2021,12,Planning,73650,103,22,1773,2.407,4776.22,64850.24,7,No,Yes,Inconclusive,On Hold,NATO Restricted,Medium,74.3,Classified
120,Operation Noble Jump 00120,Ballistic Missile Defense,Belgium,BEL,Western Europe,Mediterranean Sea,Europe,Low,AIRCOM,2022,2024,2,Execution,24592,19,29,792,3.221,4744.91,192945.27,21,Joint UN-NATO,No,Mission Accomplished,Concluded,NATO Confidential,Medium,52.0,Pending
121,Operation Loyal Leda 00121,Search and Rescue,Canada,CAN,North America,Mediterranean Sea,Europe,Low,JFC Brunssum,2007,2008,1,Drawdown,42247,192,39,614,1.453,5621.94,133073.12,3,No,No,Suspended,On Hold,NATO Restricted,Minimal,53.1,Pending
122,Operation Iron Spear 00122,Humanitarian Aid,Croatia,HRV,Southern Europe,North Sea,Europe,Low,SHAPE Belgium,2003,2017,14,Planning,70910,182,7,178,0.251,5881.66,82945.42,30,Yes,No,Mission Accomplished,Concluded,NATO Secret,Minimal,87.8,Published
123,Operation Southern Watch 00123,Cyber Defense,Albania,ALB,Southern Europe,Bosnia,Europe,Low,JFC Brunssum,1952,1960,8,Deployment,56422,130,10,1261,2.235,9275.78,164400.06,8,No,No,Ongoing,Active,Unclassified,Low,27.3,Pending
124,Operation Thunder Wolf 00124,Special Operations,Denmark,DNK,Northern Europe,Bosnia,Europe,Low,STRIKFORNATO,1967,1968,1,Planning,22247,165,1,369,1.659,3094.27,139087.07,28,Yes,Yes,Transitioned to UN,Suspended,NATO Confidential,Low,31.5,Pending
125,Operation Arctic Patrol 00125,Amphibious Exercise,Romania,ROU,Eastern Europe,Caucasus Region,Asia,High,SHAPE Belgium,1989,2003,14,Transition,73515,154,20,902,1.227,5062.07,68857.65,29,Joint UN-NATO,Yes,Transitioned to UN,Active,NATO Secret,Low,68.7,N/A
126,Operation Trident Juncture 00126,Combat,Hungary,HUN,Central Europe,Sahel Region,Africa,High,MARCOM,1961,1971,10,Transition,25803,60,11,20,0.078,4864.35,188518.78,11,Joint UN-NATO,No,Mission Accomplished,Completed,Unclassified,Minimal,63.0,Published
127,Operation Red Arrow 00127,Counter-Terrorism,United Kingdom,GBR,Western Europe,Black Sea,Europe,Medium,JFC Naples,1958,1960,2,Deployment,33847,24,42,621,1.835,6942.14,205103.55,17,Joint UN-NATO,No,Withdrawn,Concluded,Unclassified,Minimal,71.1,N/A
128,Operation Pacific Watch 00128,Disaster Relief,Belgium,BEL,Western Europe,Eastern Europe,Europe,Medium,SHAPE Belgium,1973,1993,20,Execution,13222,123,39,145,1.097,7733.62,584905.46,16,Yes,No,Suspended,Completed,NATO Confidential,Medium,72.6,Pending
129,Operation Steadfast Jazz 00129,Amphibious Exercise,Canada,CAN,North America,Barents Sea,Arctic,Medium,SHAPE Belgium,1978,1997,19,Execution,60676,131,0,2021,3.331,2437.17,40166.95,32,Yes,No,Completed,Active,NATO Secret,Low,65.8,Published
130,Operation Allied Shield 00130,Intelligence Gathering,Finland,FIN,Northern Europe,Caucasus Region,Asia,High,AIRCOM,1975,1980,5,Execution,1889,174,35,4,0.212,10724.01,5677083.11,24,Joint UN-NATO,No,Ongoing,Planned,NATO Restricted,Medium,38.7,N/A
131,Operation Hammer Force 00131,Training Exercise,Italy,ITA,Southern Europe,Adriatic Sea,Europe,Low,AIRCOM,1987,1993,6,Drawdown,12273,165,18,32,0.261,10790.15,879177.87,16,No,No,Completed,Active,NATO Confidential,High,71.0,Pending
132,Operation Arctic Patrol 00132,Disaster Relief,Croatia,HRV,Southern Europe,Mali,Africa,Medium,LANDCOM,2007,2014,7,Transition,11347,29,46,90,0.793,3358.28,295961.93,6,Yes,No,Mission Accomplished,On Hold,NATO Secret,High,53.3,Published
133,Operation Saber Strike 00133,Disaster Relief,Iceland,ISL,Northern Europe,Barents Sea,Arctic,Medium,JFC Brunssum,1953,1955,2,Drawdown,43588,31,28,785,1.801,6248.79,143360.33,10,Yes,No,Successful,Concluded,NATO Secret,Low,38.9,Classified
134,Operation Dynamic Front 00134,Cyber Defense,Hungary,HUN,Central Europe,Ukraine Border,Europe,High,JFC Brunssum,1949,1953,4,Deployment,41983,164,48,112,0.267,10930.32,260351.09,19,Joint UN-NATO,Yes,Successful,Transitioned,NATO Restricted,Medium,25.4,Classified
135,Operation Anaconda 00135,Amphibious Exercise,Lithuania,LTU,Northern Europe,Afghanistan,Asia,High,STRIKFORNATO,1990,1992,2,Deployment,28437,127,10,1053,3.703,4916.21,172880.75,2,Yes,No,Ongoing,Transitioned,NATO Secret,Medium,75.6,Pending
136,Operation Sea Guardian 00136,Counter-Terrorism,Portugal,PRT,Western Europe,Western Balkans,Europe,Low,AIRCOM,1963,1983,20,Drawdown,57934,85,34,597,1.03,6443.87,111227.78,12,Joint UN-NATO,Yes,Partially Successful,Concluded,Unclassified,Medium,54.0,N/A
137,Operation Noble Jump 00137,Logistics Support,Sweden,SWE,Northern Europe,Eastern Europe,Europe,Medium,MARCOM,2002,2014,12,Execution,51433,14,26,391,0.76,1600.03,31109.02,28,Yes,Yes,Partially Successful,Completed,NATO Confidential,Medium,25.7,Published
138,Operation Thunder Wolf 00138,Special Operations,Slovakia,SVK,Central Europe,Indian Ocean,Asia,Low,JFC Naples,2009,2024,15,Planning,44278,54,17,1256,2.837,5323.88,120237.59,5,Yes,Yes,Inconclusive,Planned,Unclassified,High,39.4,Classified
139,Operation Red Arrow 00139,Disaster Relief,Greece,GRC,Southern Europe,Barents Sea,Arctic,Medium,SHAPE Belgium,1981,1996,15,Transition,52526,74,22,1308,2.49,8266.98,157388.34,13,No,No,Withdrawn,Transitioned,NATO Confidential,High,47.9,Published
140,Operation Adriatic Strike 00140,Air Policing,United Kingdom,GBR,Western Europe,Western Balkans,Europe,Low,STRIKFORNATO,2014,2024,10,Execution,70813,159,40,2482,3.505,6942.4,98038.5,11,Yes,No,Successful,Active,NATO Secret,High,61.1,Pending
141,Operation Polar Bear 00141,Logistics Support,Poland,POL,Central Europe,Kosovo,Europe,Medium,LANDCOM,1965,1969,4,Drawdown,74194,47,0,2156,2.906,6886.22,92813.7,2,No,Yes,Successful,Transitioned,Unclassified,Low,36.5,Classified
142,Operation Brilliant Jump 00142,Air Policing,Hungary,HUN,Central Europe,Baltic Sea,Europe,Low,JFC Brunssum,1998,2013,15,Execution,58877,126,37,248,0.421,4148.28,70456.71,20,Yes,No,Partially Successful,Planned,NATO Restricted,Minimal,62.3,Published
143,Operation Saber Strike 00143,Counter-Terrorism,Italy,ITA,Southern Europe,Syria,Middle East,High,SHAPE Belgium,1980,1985,5,Execution,46906,200,16,1065,2.27,9085.74,193701.02,18,Yes,No,Ongoing,Concluded,NATO Confidential,Medium,29.9,Classified
144,Operation Baltic Eagle 00144,Humanitarian Aid,North Macedonia,MKD,Southern Europe,Libya,Africa,High,JFC Brunssum,1987,1996,9,Completed,40687,89,0,1325,3.257,11046.34,271495.56,26,No,No,Partially Successful,Completed,Unclassified,Minimal,79.9,Published
145,Operation Allied Shield 00145,CBRN Response,Latvia,LVA,Northern Europe,Iraq,Middle East,High,MARCOM,2010,2024,14,Planning,64239,162,40,948,1.476,177.91,2769.5,21,Joint UN-NATO,No,Transitioned to UN,Completed,NATO Secret,Medium,82.3,Classified
146,Operation Southern Watch 00146,Logistics Support,Latvia,LVA,Northern Europe,Kosovo,Europe,Medium,JFC Naples,1971,1981,10,Drawdown,1234,26,10,18,1.459,3641.1,2950648.3,2,Joint UN-NATO,No,Transitioned to UN,Planned,NATO Restricted,Low,34.4,Published
147,Operation Steadfast Defender 00147,Disaster Relief,Bulgaria,BGR,Eastern Europe,Syria,Middle East,High,AIRCOM,1959,1965,6,Transition,2125,40,33,32,1.506,2866.26,1348828.24,31,No,No,Mission Accomplished,Concluded,NATO Confidential,Minimal,41.1,Classified
148,Operation Dawn Patrol 00148,Air Policing,France,FRA,Western Europe,Baltic Sea,Europe,Low,ACO Mons,1953,1972,19,Planning,37042,129,22,1070,2.889,8928.85,241046.65,15,Joint UN-NATO,Yes,Inconclusive,Concluded,Unclassified,High,74.4,N/A
149,Operation Sea Guardian 00149,Ballistic Missile Defense,Canada,CAN,North America,Aegean Sea,Europe,Low,ACO Mons,1969,1985,16,Planning,29990,118,34,265,0.884,3198.81,106662.55,14,No,No,Withdrawn,Active,NATO Confidential,High,56.6,Classified
150,Operation Dynamic Manta 00150,Counter-Terrorism,Lithuania,LTU,Northern Europe,Caucasus Region,Asia,High,LANDCOM,1974,1994,20,Completed,53908,78,45,1768,3.28,10219.22,189567.78,25,No,Yes,Ongoing,Active,NATO Secret,Medium,38.4,Classified
151,Operation Polar Bear 00151,Cyber Defense,Czech Republic,CZE,Central Europe,Barents Sea,Arctic,Medium,AIRCOM,1980,1988,8,Completed,18169,100,4,313,1.723,11378.18,626241.4,31,Joint UN-NATO,No,Transitioned to UN,Completed,NATO Confidential,Minimal,62.4,Classified
152,Operation Silver Lance 00152,Intelligence Gathering,Belgium,BEL,Western Europe,Syria,Middle East,High,JFC Naples,1995,2009,14,Deployment,47042,21,27,1364,2.9,6286.35,133632.71,14,No,Yes,Inconclusive,Planned,Unclassified,Medium,75.1,Published
153,Operation Steadfast Jazz 00153,Disaster Relief,Germany,DEU,Western Europe,Ukraine Border,Europe,High,STRIKFORNATO,1959,1979,20,Planning,58042,76,46,1106,1.906,5704.17,98276.59,3,No,Yes,Withdrawn,Completed,NATO Confidential,Medium,69.9,N/A
154,Operation Freedom Sentinel 00154,Special Operations,Spain,ESP,Western Europe,Somalia,Africa,Medium,SHAPE Belgium,1958,1971,13,Drawdown,7233,6,46,131,1.811,4846.85,670102.31,9,Yes,No,Mission Accomplished,Concluded,NATO Secret,High,89.2,Pending
155,Operation Dynamic Front 00155,Maritime Security,Iceland,ISL,Northern Europe,Libya,Africa,High,ACO Mons,2010,2024,14,Drawdown,27545,97,50,946,3.434,3407.14,123693.59,14,No,No,Ongoing,Suspended,NATO Restricted,Low,32.2,Pending
156,Operation Resolute Support 00156,Training Exercise,United States,USA,North America,Bosnia,Europe,Low,LANDCOM,2001,2005,4,Drawdown,17564,40,17,516,2.938,1735.88,98831.7,5,Joint UN-NATO,No,Inconclusive,Completed,NATO Confidential,High,49.3,Published
157,Operation Steadfast Jazz 00157,Amphibious Exercise,Slovakia,SVK,Central Europe,Syria,Middle East,High,MARCOM,1960,1961,1,Transition,38624,48,9,75,0.194,6708.55,173688.64,17,No,No,Inconclusive,Completed,Unclassified,Minimal,81.3,Pending
158,Operation Arctic Fox 00158,Training Exercise,Poland,POL,Central Europe,Ukraine Border,Europe,High,AIRCOM,1999,2019,20,Execution,25508,200,50,644,2.525,10264.41,402399.64,24,Yes,Yes,Successful,Suspended,NATO Confidential,High,45.5,Classified
159,Operation Pacific Watch 00159,Peacekeeping,United Kingdom,GBR,Western Europe,Sahel Region,Africa,High,AIRCOM,2013,2024,11,Deployment,39290,29,26,951,2.42,9195.19,234033.85,2,Yes,Yes,Completed,Active,NATO Secret,Medium,55.4,Published
160,Operation Vigilant Skies 00160,Reconnaissance,Latvia,LVA,Northern Europe,Caucasus Region,Asia,High,JFC Brunssum,2020,2023,3,Deployment,27368,99,44,967,3.533,6480.88,236805.03,12,No,No,Completed,Suspended,Unclassified,Medium,62.4,Published
161,Operation Adriatic Strike 00161,Reconnaissance,Slovenia,SVN,Southern Europe,Eastern Europe,Europe,Medium,SHAPE Belgium,1977,1995,18,Execution,46452,35,18,1718,3.698,7236.69,155788.56,13,Yes,Yes,Withdrawn,On Hold,NATO Confidential,High,73.8,Published
162,Operation Joint Warrior 00162,Special Operations,Romania,ROU,Eastern Europe,Barents Sea,Arctic,Medium,JFC Brunssum,2001,2002,1,Completed,48992,80,36,1139,2.325,6162.37,125783.19,20,No,Yes,Inconclusive,Completed,NATO Confidential,Medium,31.7,Pending
163,Operation Mountain Shield 00163,Combat,Estonia,EST,Northern Europe,Bosnia,Europe,Low,JFC Brunssum,1962,1976,14,Transition,71208,11,10,1599,2.246,4828.82,67812.89,23,Yes,No,Inconclusive,Transitioned,NATO Secret,Low,84.0,Published
164,Operation Active Endeavour 00164,CBRN Response,Estonia,EST,Northern Europe,Eastern Europe,Europe,Medium,JFC Naples,1995,2004,9,Execution,72450,22,47,2861,3.949,2256.88,31150.86,14,Yes,Yes,Completed,Concluded,NATO Secret,Low,40.5,Classified
165,Operation Aurora Borealis 00165,Amphibious Exercise,Montenegro,MNE,Southern Europe,Persian Gulf,Middle East,Medium,STRIKFORNATO,1978,1980,2,Execution,30560,119,35,603,1.973,7715.78,252479.71,15,No,No,Partially Successful,Completed,NATO Confidential,Low,48.7,Published
166,Operation Neptune Strike 00166,Peacekeeping,Romania,ROU,Eastern Europe,Adriatic Sea,Europe,Low,SHAPE Belgium,1988,1990,2,Completed,48554,109,26,898,1.849,6136.94,126394.12,29,Yes,No,Inconclusive,Active,NATO Secret,High,82.3,Pending
167,Operation Viking 00167,CBRN Response,Belgium,BEL,Western Europe,Black Sea,Europe,Medium,JFC Brunssum,2006,2016,10,Drawdown,70988,127,46,116,0.163,1793.62,25266.52,21,Yes,Yes,Partially Successful,On Hold,NATO Secret,Low,48.5,Pending
168,Operation Trident Juncture 00168,Humanitarian Aid,Montenegro,MNE,Southern Europe,Aegean Sea,Europe,Low,STRIKFORNATO,1996,2009,13,Deployment,41247,139,34,1138,2.759,6984.54,169334.5,24,Joint UN-NATO,No,Inconclusive,Suspended,NATO Confidential,Medium,69.6,Published
169,Operation Baltic Eagle 00169,Special Operations,Luxembourg,LUX,Western Europe,North Sea,Europe,Low,LANDCOM,1962,1972,10,Deployment,49052,88,47,954,1.945,10690.06,217933.21,13,Joint UN-NATO,Yes,Suspended,Planned,NATO Secret,Minimal,61.6,N/A
170,Operation Ramstein Guard 00170,Counter-Terrorism,Czech Republic,CZE,Central Europe,North Sea,Europe,Low,JFC Brunssum,1993,2007,14,Drawdown,11042,160,14,96,0.869,7787.15,705230.03,6,No,Yes,Partially Successful,Concluded,NATO Confidential,Minimal,34.8,N/A
171,Operation Vigilant Skies 00171,Ballistic Missile Defense,Romania,ROU,Eastern Europe,Horn of Africa,Africa,Medium,JFC Naples,1995,2014,19,Completed,53596,27,34,1210,2.258,11821.12,220559.74,17,No,No,Completed,Suspended,Unclassified,Minimal,27.8,N/A
172,Operation Dynamic Front 00172,Reconnaissance,Czech Republic,CZE,Central Europe,Iraq,Middle East,High,AIRCOM,2011,2022,11,Planning,54991,71,3,893,1.624,9861.1,179322.07,11,Yes,Yes,Successful,Transitioned,Unclassified,Minimal,78.6,Classified
173,Operation Aegis Guard 00173,Naval Patrol,Slovenia,SVN,Southern Europe,Adriatic Sea,Europe,Low,JFC Brunssum,2010,2016,6,Deployment,59679,61,13,2065,3.46,8360.75,140095.34,28,No,Yes,Mission Accomplished,Active,Unclassified,Minimal,77.4,Classified
174,Operation Adriatic Strike 00174,Maritime Security,Croatia,HRV,Southern Europe,Mali,Africa,Medium,JFC Brunssum,1965,1967,2,Drawdown,5906,157,28,110,1.863,5672.97,960543.52,24,No,Yes,Suspended,Concluded,Unclassified,Low,72.2,N/A
175,Operation Allied Shield 00175,Training Exercise,Iceland,ISL,Northern Europe,Bosnia,Europe,Low,SHAPE Belgium,1981,1993,12,Drawdown,38411,70,24,160,0.417,10541.6,274442.22,14,Joint UN-NATO,Yes,Suspended,Completed,Unclassified,Minimal,66.1,N/A
176,Operation Steel Horizon 00176,Cyber Defense,Norway,NOR,Northern Europe,Eastern Europe,Europe,Medium,AIRCOM,1974,1976,2,Transition,4186,177,41,66,1.577,3933.74,939737.22,17,No,Yes,Ongoing,Active,NATO Restricted,High,21.3,N/A
177,Operation Steel Horizon 00177,CBRN Response,Sweden,SWE,Northern Europe,Barents Sea,Arctic,Medium,SHAPE Belgium,1988,1992,4,Deployment,38965,21,32,557,1.429,1626.77,41749.52,3,No,Yes,Successful,Planned,NATO Secret,Minimal,81.1,Classified
178,Operation Eagle Eye 00178,CBRN Response,Luxembourg,LUX,Western Europe,Afghanistan,Asia,High,JFC Naples,2003,2017,14,Drawdown,68853,169,45,1935,2.81,7704.41,111896.5,2,Joint UN-NATO,No,Ongoing,Completed,Unclassified,Minimal,54.8,Classified
179,Operation Dynamic Manta 00179,Combat,Romania,ROU,Eastern Europe,Mediterranean Sea,Europe,Low,SHAPE Belgium,1992,2009,17,Completed,29667,155,34,813,2.74,9678.69,326244.31,21,Joint UN-NATO,Yes,Transitioned to UN,Planned,NATO Secret,Low,59.3,Published
180,Operation Saber Strike 00180,Naval Patrol,Slovenia,SVN,Southern Europe,Indian Ocean,Asia,Low,SHAPE Belgium,1969,1975,6,Deployment,20119,16,43,39,0.194,6518.31,323987.77,29,Yes,Yes,Successful,Planned,NATO Confidential,High,82.9,N/A
181,Operation Dynamic Manta 00181,Intelligence Gathering,Hungary,HUN,Central Europe,Aegean Sea,Europe,Low,JFC Brunssum,1986,2003,17,Execution,71756,1,48,294,0.41,8340.81,116238.5,14,Joint UN-NATO,No,Withdrawn,Completed,NATO Secret,Low,86.6,Pending
