Record_ID,Country,ISO_Code,Join_Year,Founding_Member,Nuclear_Sharing,Region,Capital,Equipment_Type,Equipment_Category,Domain,Notable_Models,Units_Count,Operational_Status,Condition,Year_Acquired,Equipment_Age_Years,Unit_Cost_M_USD,Total_Value_M_USD,Country_of_Origin,NATO_Standardized,Interoperable,Last_Maintenance_Year,Next_Upgrade_Due,Combat_Ready_Pct
125,Albania,ALB,2009,No,No,Southern Europe,Tirana,Cyber Defense Unit,Cyber,Digital,CCDCOE / NATO Cyber Centre,1097,Upgrading,End-of-Life,2020,4,309.95,340015.15,France,No,Yes,2020,2034,81.1
126,Albania,ALB,2009,No,No,Southern Europe,Tirana,Cyber Defense Unit,Cyber,Digital,CCDCOE / NATO Cyber Centre,1549,Decommissioning,Excellent,2019,5,108.8,168531.2,Germany,Partial,No,2023,2032,79.6
127,Albania,ALB,2009,No,No,Southern Europe,Tirana,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1507,Decommissioning,End-of-Life,2021,3,361.86,545323.02,Israel,Partial,Yes,2021,2028,99.5
128,Albania,ALB,2009,No,No,Southern Europe,Tirana,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,646,In Maintenance,Needs Repair,2024,0,260.66,168386.36,USA,No,No,2024,2028,62.6
129,Albania,ALB,2009,No,No,Southern Europe,Tirana,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,76,Decommissioning,End-of-Life,2011,13,387.9,29480.4,Israel,Partial,No,2013,2028,47.9
130,Albania,ALB,2009,No,No,Southern Europe,Tirana,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,419,In Maintenance,End-of-Life,2016,8,266.78,111780.82,France,Yes,Yes,2018,2025,99.0
131,Albania,ALB,2009,No,No,Southern Europe,Tirana,Destroyer,Naval,Sea,Arleigh Burke / Type 45,1127,In Maintenance,End-of-Life,2024,0,14.02,15800.54,France,Yes,Yes,2024,2026,48.7
132,Albania,ALB,2009,No,No,Southern Europe,Tirana,Destroyer,Naval,Sea,Arleigh Burke / Type 45,93,In Maintenance,Good,2012,12,7.2,669.6,Domestic,Yes,Yes,2023,2032,63.1
133,Albania,ALB,2009,No,No,Southern Europe,Tirana,Destroyer,Naval,Sea,Arleigh Burke / Type 45,890,Operational,End-of-Life,2021,3,52.02,46297.8,Multi-National,Partial,No,2024,2025,40.7
134,Albania,ALB,2009,No,No,Southern Europe,Tirana,Destroyer,Naval,Sea,Arleigh Burke / Type 45,173,Upgrading,Excellent,2018,6,85.61,14810.53,UK,Yes,Yes,2022,2028,95.6
135,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,552,On Order,Needs Repair,1961,63,33.68,18591.36,Italy,No,Yes,1972,2035,90.4
136,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1932,Operational,Needs Repair,1978,46,444.06,857923.92,Multi-National,No,Yes,2003,2033,89.0
137,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1878,Upgrading,Excellent,1984,40,347.71,652999.38,Multi-National,Partial,Yes,2007,2032,85.5
138,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,861,Decommissioning,Good,2020,4,91.43,78721.23,Israel,Partial,No,2021,2030,76.4
139,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,1609,Decommissioning,Needs Repair,1951,73,237.82,382652.38,Multi-National,Partial,Yes,2011,2032,99.6
140,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,1354,Operational,Fair,2012,12,351.82,476364.28,Domestic,No,No,2014,2029,67.2
141,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Cyber Defense Unit,Cyber,Digital,CCDCOE / NATO Cyber Centre,1168,Operational,End-of-Life,2008,16,403.61,471416.48,France,Yes,Yes,2010,2026,65.9
142,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Cyber Defense Unit,Cyber,Digital,CCDCOE / NATO Cyber Centre,1438,On Order,End-of-Life,1995,29,204.82,294531.16,Multi-National,Yes,No,1995,2028,98.6
143,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Corvette,Naval,Sea,Skjold / Visby / Burak,1752,Decommissioning,Fair,1950,74,342.59,600217.68,Germany,Yes,No,1996,2029,70.6
144,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Corvette,Naval,Sea,Skjold / Visby / Burak,1991,Upgrading,Fair,1965,59,207.53,413192.23,USA,Partial,Yes,1996,2028,63.1
145,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Corvette,Naval,Sea,Skjold / Visby / Burak,380,On Order,End-of-Life,1959,65,43.91,16685.8,Germany,No,Yes,2010,2026,66.1
146,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Corvette,Naval,Sea,Skjold / Visby / Burak,364,Upgrading,Fair,1970,54,63.84,23237.76,Multi-National,Partial,Yes,1998,2024,88.6
147,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,1478,In Maintenance,Excellent,1996,28,120.25,177729.5,Multi-National,No,No,2007,2031,89.9
148,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,94,Decommissioning,Good,1990,34,196.09,18432.46,Domestic,Partial,Yes,1998,2029,69.8
149,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,2,On Order,Excellent,2023,1,8.62,17.24,USA,Partial,No,2023,2035,93.8
150,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,565,In Maintenance,Good,1956,68,206.98,116943.7,UK,No,Yes,2020,2026,95.1
151,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1253,Reserve,Excellent,1991,33,399.4,500448.2,Domestic,Yes,No,2024,2034,96.6
152,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1674,On Order,Fair,2016,8,82.65,138356.1,Turkey,Yes,Yes,2018,2030,44.3
153,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,1894,Operational,Excellent,1997,27,3.31,6269.14,Italy,Partial,Yes,1999,2025,74.4
154,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,1998,Upgrading,Excellent,1950,74,274.88,549210.24,USA,No,Yes,2004,2025,84.8
155,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,91,Upgrading,Excellent,1996,28,102.72,9347.52,Germany,Yes,Yes,1997,2031,44.2
156,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,883,Operational,Needs Repair,1990,34,306.38,270533.54,UK,Partial,Yes,2022,2033,87.0
157,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,1458,In Maintenance,Good,1991,33,314.76,458920.08,Multi-National,No,No,2004,2030,60.6
158,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,1220,Upgrading,Excellent,1982,42,125.92,153622.4,Israel,Partial,Yes,2021,2035,70.8
159,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,291,Reserve,End-of-Life,2010,14,91.38,26591.58,USA,Yes,Yes,2010,2028,59.9
160,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,316,On Order,End-of-Life,1995,29,348.72,110195.52,Israel,Yes,Yes,1997,2031,93.5
161,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,1990,Decommissioning,Good,1996,28,197.31,392646.9,Italy,Yes,No,2012,2024,64.3
162,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,561,On Order,Needs Repair,2019,5,196.22,110079.42,Turkey,Yes,Yes,2024,2028,93.4
163,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Mortar System,Artillery,Land,M120 / AMOS,1032,In Maintenance,Fair,1974,50,246.45,254336.4,France,No,No,1999,2026,72.4
164,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Mortar System,Artillery,Land,M120 / AMOS,679,Upgrading,Fair,1992,32,24.36,16540.44,Domestic,No,No,2020,2033,60.1
165,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Mortar System,Artillery,Land,M120 / AMOS,165,In Maintenance,Good,1996,28,432.43,71350.95,Germany,Partial,Yes,2015,2024,72.4
166,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Mortar System,Artillery,Land,M120 / AMOS,684,Upgrading,Fair,1991,33,48.66,33283.44,Domestic,Partial,Yes,2005,2025,97.0
167,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,949,Operational,End-of-Life,2014,10,423.66,402053.34,Domestic,Yes,No,2018,2035,96.5
168,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,1398,On Order,Good,1999,25,24.77,34628.46,Germany,Partial,Yes,2011,2035,77.2
169,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,647,Operational,Good,1984,40,314.54,203507.38,Domestic,Yes,Yes,1995,2031,94.0
170,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,1609,Operational,Excellent,2022,2,161.13,259258.17,Germany,No,Yes,2022,2029,46.6
171,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Attack Helicopter,Aviation,Air,AH-64 Apache / Tiger / NH90,1769,Reserve,End-of-Life,1973,51,407.97,721698.93,UK,No,No,1975,2031,56.9
172,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Attack Helicopter,Aviation,Air,AH-64 Apache / Tiger / NH90,1959,Upgrading,Good,2013,11,45.4,88938.6,Germany,No,Yes,2018,2035,84.5
173,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,751,On Order,Excellent,1953,71,411.1,308736.1,Domestic,Yes,No,1989,2034,77.3
174,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,1988,Operational,Good,1988,36,347.9,691625.2,USA,Yes,No,2010,2026,96.2
175,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,1800,Decommissioning,End-of-Life,1977,47,193.07,347526.0,UK,Yes,Yes,2011,2028,77.5
176,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,1865,On Order,Fair,1962,62,429.96,801875.4,Germany,Partial,No,1984,2027,94.5
177,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,1163,Reserve,Needs Repair,1993,31,66.36,77176.68,USA,Yes,Yes,2019,2031,74.1
178,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,1184,Upgrading,End-of-Life,1951,73,290.03,343395.52,Israel,Partial,Yes,1960,2032,63.2
179,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,901,On Order,Good,2011,13,118.61,106867.61,Turkey,Partial,No,2022,2034,47.5
180,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,1824,Decommissioning,Fair,1977,47,298.16,543843.84,UK,Partial,No,1991,2024,40.2
181,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,940,In Maintenance,Fair,1998,26,341.56,321066.4,Italy,Yes,Yes,2003,2034,60.8
182,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,24,Upgrading,Fair,1959,65,222.21,5333.04,UK,Yes,No,1982,2028,46.3
183,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,1102,Operational,Good,1982,42,83.1,91576.2,Germany,Yes,Yes,2001,2029,91.3
184,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Infantry Fighting Vehicle,Armored,Land,Bradley / Puma / AS-21,33,On Order,Needs Repair,1954,70,257.31,8491.23,Domestic,No,Yes,1954,2034,85.8
185,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Infantry Fighting Vehicle,Armored,Land,Bradley / Puma / AS-21,1109,Decommissioning,Fair,2021,3,411.13,455943.17,France,Yes,Yes,2021,2025,63.0
186,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,452,Operational,Fair,1967,57,277.51,125434.52,Italy,No,No,2015,2033,73.3
187,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,1114,Decommissioning,Good,2007,17,145.81,162432.34,USA,Yes,No,2016,2026,63.7
188,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,474,In Maintenance,Excellent,1980,44,188.88,89529.12,Germany,No,No,2002,2032,51.2
189,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,948,On Order,End-of-Life,2009,15,400.52,379692.96,Germany,Yes,No,2012,2025,88.0
190,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,1726,Decommissioning,Excellent,1970,54,101.93,175931.18,Germany,Yes,No,2014,2026,45.9
191,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,1630,Decommissioning,Excellent,1971,53,30.85,50285.5,Multi-National,Partial,No,2017,2024,81.1
192,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,195,Operational,End-of-Life,2005,19,48.33,9424.35,Israel,Yes,No,2015,2032,73.0
193,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,1497,Upgrading,Needs Repair,1990,34,256.25,383606.25,Germany,Partial,Yes,2014,2032,71.0
194,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,1453,Reserve,Good,1956,68,337.81,490837.93,Turkey,Partial,Yes,1964,2032,98.6
195,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,1248,Decommissioning,Needs Repair,1969,55,229.08,285891.84,Germany,Partial,No,1990,2028,91.9
196,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,198,On Order,Needs Repair,2015,9,62.58,12390.84,Germany,Yes,Yes,2017,2032,52.8
197,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,605,In Maintenance,Good,2018,6,57.79,34962.95,Germany,Yes,No,2018,2028,56.7
198,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,572,On Order,End-of-Life,1977,47,329.15,188273.8,USA,Yes,No,2000,2033,76.1
199,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,403,On Order,Excellent,1951,73,303.07,122137.21,Germany,Yes,Yes,1957,2028,96.1
200,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,307,In Maintenance,Needs Repair,1978,46,383.64,117777.48,Turkey,No,Yes,2022,2025,54.6
201,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,1472,In Maintenance,End-of-Life,1974,50,19.12,28144.64,USA,No,No,1977,2030,55.2
202,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,405,Operational,Fair,1950,74,307.14,124391.7,France,No,No,2008,2029,63.8
203,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,1199,In Maintenance,Good,1962,62,275.19,329952.81,USA,Partial,Yes,2003,2026,99.3
204,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,853,Upgrading,End-of-Life,1959,65,211.62,180511.86,Domestic,Yes,Yes,1974,2024,55.8
205,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,1726,Operational,End-of-Life,2019,5,369.62,637964.12,Israel,No,Yes,2020,2033,44.9
206,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,1924,Operational,End-of-Life,1965,59,189.2,364020.8,Domestic,No,No,2000,2029,98.0
207,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,857,Operational,Needs Repair,2000,24,207.5,177827.5,France,Partial,No,2004,2025,74.2
208,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,743,Decommissioning,Fair,1996,28,27.67,20558.81,UK,No,Yes,2010,2030,63.5
209,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,404,In Maintenance,Good,1989,35,272.29,110005.16,Israel,No,Yes,2008,2034,76.2
210,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,344,In Maintenance,Needs Repair,2008,16,85.8,29515.2,Germany,No,Yes,2010,2028,98.0
211,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Submarine (SSK),Naval,Sea,Type 212 / Gotland,445,On Order,Fair,2002,22,299.63,133335.35,Multi-National,Partial,No,2010,2034,49.1
212,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Submarine (SSK),Naval,Sea,Type 212 / Gotland,1392,On Order,Excellent,2015,9,382.64,532634.88,Multi-National,Partial,No,2024,2034,77.0
213,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Submarine (SSK),Naval,Sea,Type 212 / Gotland,1517,In Maintenance,Fair,2002,22,66.81,101350.77,USA,Partial,No,2010,2027,52.0
214,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1650,On Order,Fair,1980,44,399.37,658960.5,Turkey,Yes,No,2022,2024,61.8
215,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,485,In Maintenance,Excellent,1978,46,110.86,53767.1,France,Yes,Yes,2023,2029,90.8
216,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1085,Reserve,Fair,2013,11,182.85,198392.25,Italy,No,No,2024,2033,80.4
217,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Destroyer,Naval,Sea,Arleigh Burke / Type 45,679,On Order,Fair,2008,16,180.92,122844.68,Italy,Yes,No,2015,2030,62.2
218,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Destroyer,Naval,Sea,Arleigh Burke / Type 45,969,On Order,End-of-Life,1984,40,177.17,171677.73,Multi-National,No,Yes,2011,2027,94.3
219,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Destroyer,Naval,Sea,Arleigh Burke / Type 45,261,Reserve,Fair,1960,64,80.1,20906.1,Domestic,Partial,Yes,2002,2033,94.9
220,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,1042,In Maintenance,Needs Repair,1961,63,366.74,382143.08,Germany,No,No,2009,2030,58.1
221,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,916,In Maintenance,Excellent,1973,51,51.22,46917.52,Turkey,No,Yes,1988,2029,86.5
222,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,1207,Upgrading,Excellent,1965,59,119.93,144755.51,UK,Yes,No,2006,2032,75.0
223,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Satellite Terminal,Communications,Digital,SATCOM / JTRS,1625,Operational,Fair,1970,54,423.46,688122.5,Italy,No,Yes,2015,2024,67.1
224,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Satellite Terminal,Communications,Digital,SATCOM / JTRS,847,Upgrading,Good,1978,46,296.17,250855.99,USA,Partial,Yes,1979,2032,78.7
225,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,251,Reserve,Good,2013,11,423.1,106198.1,Germany,Yes,Yes,2018,2035,72.9
226,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,191,In Maintenance,Good,2021,3,126.74,24207.34,Italy,Partial,No,2022,2030,93.3
227,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,1037,On Order,Needs Repair,2008,16,117.26,121598.62,Domestic,Yes,No,2014,2034,97.8
228,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,1783,Upgrading,Fair,1953,71,311.33,555101.39,Germany,Yes,No,2012,2031,47.9
229,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,821,In Maintenance,Needs Repair,1991,33,183.33,150513.93,Domestic,Yes,No,1994,2034,89.6
230,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,1896,Upgrading,End-of-Life,1995,29,366.97,695775.12,USA,Yes,No,2005,2034,71.1
231,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,95,In Maintenance,Needs Repair,1954,70,11.88,1128.6,Germany,Partial,Yes,1962,2028,51.2
232,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,1358,Operational,End-of-Life,1974,50,54.4,73875.2,UK,Yes,Yes,2023,2027,85.7
233,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,1085,In Maintenance,Excellent,1961,63,222.72,241651.2,France,Yes,Yes,2009,2033,60.7
234,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,1454,Upgrading,Good,1969,55,233.38,339334.52,Domestic,Partial,Yes,2005,2035,77.8
235,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Aircraft Carrier,Naval,Sea,Gerald R. Ford / Queen Elizabeth,1607,On Order,Fair,1981,43,155.11,249261.77,Italy,Partial,Yes,1996,2026,50.1
236,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Aircraft Carrier,Naval,Sea,Gerald R. Ford / Queen Elizabeth,1312,Decommissioning,Good,2006,18,102.46,134427.52,Multi-National,Partial,Yes,2006,2028,61.8
237,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Aircraft Carrier,Naval,Sea,Gerald R. Ford / Queen Elizabeth,972,In Maintenance,Good,1978,46,351.95,342095.4,France,No,No,1983,2032,61.0
238,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,963,Operational,End-of-Life,2000,24,41.69,40147.47,Turkey,Yes,Yes,2012,2033,69.8
239,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,1967,In Maintenance,Good,1965,59,344.14,676923.38,Israel,Yes,Yes,1965,2031,47.5
240,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,206,Decommissioning,Good,1995,29,290.34,59810.04,Multi-National,Partial,Yes,2017,2025,97.7
241,Belgium,BEL,1949,Yes,Yes,Western Europe,Brussels,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,1011,Reserve,End-of-Life,2005,19,415.41,419979.51,UK,No,No,2011,2029,66.5
